1024	Hz

N	L - Deltoid(uV)	L - Tricep(uV)	L - Bicep(uV)	L - Flex(uV)	L - Ex(uV)	R - Deltoid(uV)	R - Tricep(uV)	R - Bicep(uV)	R - Flex(uV)	R - Ex(uV)
1	-24.30417735836	0.52838412868	-11.67818513838	-6.13960456518	12.15979989170	49.24420463043	0.58410825595	17.02969134676	-11.49310076389	9.25020492249
2	-40.37088576526	-3.22304353883	-13.52205628006	-6.42419554755	6.62719092599	2.72053143232	7.84416601942	22.61901994631	-5.26991005894	10.91396775651
3	-34.55704392586	-4.39922083029	-13.70017459739	-6.80431370266	2.59117196926	-46.61323230912	11.44434272786	22.43891054765	-8.06905238246	14.94401674225
4	-20.08071091363	-3.72754590842	-13.22154373856	-3.38623583771	3.13647214082	-65.33653634481	6.69087552598	15.52812472545	-7.95163367962	13.94695303604
5	-15.91160153474	-3.19319150191	-18.71833124188	-0.21394083664	1.64784195677	-77.55604140134	10.79953458466	6.95257998308	-0.39603930510	9.30194903502
6	12.51155904813	0.59505408919	-29.72782617112	4.84103332231	1.21199970849	-86.46394507647	9.42832323983	-5.01616665415	4.29672814591	6.69286551630
7	12.35396359705	4.66988051662	-35.20371659399	7.81431343700	-0.00398029469	-49.50093520272	0.50052204800	-19.94326629662	0.70650227555	17.16900157970
8	-20.96607768470	3.96835383058	-31.29208076075	8.87108176255	-0.19503444545	-23.96535532105	-2.61107323629	-26.86997531444	1.96626563859	15.54703072457
9	-37.65246733392	2.32449199084	-28.50886108736	5.80028448480	-2.33842301413	-28.60637715942	2.76929001385	-31.76573773476	10.09402737247	5.37737826464
10	-45.57325289045	2.13443304966	-27.55756934068	5.35747672487	-4.82212677769	-25.09774709755	1.95730986387	-26.95654643970	15.29527731010	10.64927831392
11	-29.95656814042	2.09263997978	-19.83281310543	5.47290543738	-4.10368381012	-20.19004473526	3.65391053854	-21.90853666730	13.11407553286	22.66777907334
12	8.28075451408	3.90168397235	-11.86923839284	1.81799963092	-6.07591996519	-12.37871628375	0.38907379345	-16.71126780132	9.51489436509	8.53574220832
13	62.14446530346	8.50588962590	2.35633456358	1.23687663321	-3.88277742774	-0.64480773407	-0.67266978066	-21.95331581367	6.56450077566	-13.92307097011
